"ESTC_Number","Author","Author_dates","Title","Edition","Publication_City","Imprint","Imprint_Date","Regularized_Year","Pagination","Illustrations","Format"
"T91092","Lindsay, Patrick,","1686-1753.","The interest of Scotland considered,","","London :","printed for T. Woodward, at the Half-Moon between the two Temple Gates in Fleet-Street; and J. Peele, at Locke's Head in Amen-Corner, Pater-Noster Row,",1736.,1736,"[16],xxxv,[1],256,[4]p. ;","","8⁰."
"T9120","Warner, Ferdinando,","1703-1768.","A sermon preached at the annual visitation of the Lord Bishop of Winchester,","","London :","printed for T. Woodward, at the Half-Moon between the Two Temple-Gates, in Fleet-Street,","M.DCC.XXXVIII. [1738]",1738,"[4],20p. ;","","4⁰."
"T92839","Ray, John,","1627-1705.","Travels through the Low-countries,","The second edition. Corrected and improv'd, and ad","London :","printed for J. Walthoe, D Midwinter, A. Bettesworth and C. Hitch, W. Innys, R. Robinson, J. Wilford, A. Ward, J. and P. Knapton, T. Longman, O. Payne, W. Shropshire, J. and R. Tonson, T. Woodman, R. Chandler, and J. Wellington,","MDCCXXXVIII. [1738]",1738,"2v.,plates :","ill. ;","8⁰."
"T93770","",NULL,"An account of the establishment for relieving poor proselytes;","The fourth edition.","London :","printed by T. Wood in Little-Britain,",1721.,1721,"38p. ;","","8⁰."
"T94942","",NULL,"Pharmacopoeia Collegii Regalis Medicorum Londinensis.","","Londini :","typis T. Wood; impensis R. Knaplock, D. Midwinter, G. & J. Innys, J. Osborne, S. Tooke, & J. Clarke,","MDCCXXIV. [1724]",1724,"[22],176,[4]p.,plate ;","","12⁰."
"T95685","Richardson, Robert,","18th cent.","The attorney's practice in the Court of Common Pleas:","","[London] :","In the Savoy: printed by Henry Lintot (assignee of Edw. Sayer,) for T. Woodward,",1741.,1741,"[4],486,[40]p ;","","8⁰."
"T95701","Jones, Thomas,","1614-1692.","The reports of several special cases adjudged in the Courts of King's Bench and Common Pleas ... in the reign of King Charles II. By Sir Thomas Jones ... With two tables; ...","The second edition in French and English, with the","[London] :","In the Savoy: printed by E. and R. Nutt and R. Gosling, (assigns of Edw. Sayer, Esq;) for J. Walthoe; R. Gosling, and T. Woodward,",1729.,1729,"[8],235,[1]p.,237-254 columns,[17]p. ;","","2⁰."
"T95796","",NULL,"Modern cases, argued and adjudged in the Court of Queen's Bench ... in the second and third years of Queen Anne, ... By a careful hand.","The second edition. Review'd and corrected, .. By","[London] :","In the Savoy: printed by Eliz. Nutt, and R. Gosling, (assigns of Edw. Sayer,) for D. Browne, J. Walthoe, B. Lintot, W. Mears, T. Woodward, F. Clay and J. Peele,",1719.,1719,"[10],314,[22]p. ;","","2⁰."
"T96631","Tacitus, Cornelius.","","The works of Tacitus.","The second edition, corrected.","London :","printed for T. Woodward; and J. Peele,",1737.,1737,"4v. ;","","8⁰."
"T97037","Richardson, Robert,","18th cent.","The attorney's practice in the Court of King's Bench:","","[London] :","In the Savoy: printed by Henry Lintot, for T. Woodward; and sold by J. Shuckburgh; J. Worrall; and J. Osborn,",1750.,1750,"2v. ;","","8⁰."
"T97362","Ventris, Peyton,","1645-1691.","The reports of Sir Peyton Ventris Kt.","The third impression, carefully corrected, with ..","[London] :","In the Savoy: printed by J. Nutt, assignee of Edward Sayer Esq; for D. Browne in Exeter Exchange; O. Lloyd against the Temple Church; W. Mears, and J. Browne without Temple-Bar; T. Woodward, and T. Hook in Fleetstreet,",1716.,1716,"2v. ;","","2⁰."
"T97363","Ventris, Peyton,","1645-1691.","The reports of Sir Peyton Ventris Kt.","The fourth impression, carefully corrected, ..","[London] :","In the Savoy. Printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer Esq;) for D. Browne, J. Walthoe, T. Osborn, W. Mears, T. Ward, T. Woodward, and J. Hooke,","MDCCXXVI [1726]",1726,"2v.,plate :","port. ;","2⁰."
"T97372","",NULL,"The reports of Sr. Creswell Levinz,","The second edition carefully corrected; ..","[London] :","In the Savoy: printed by E. and R. Nutt and R. Gosling, (assigns of Edward Sayer Esq;) for D. Browne, W. Mears, and F. Clay, J. Walthoe, T. Osborne, R. Gosling, and T. Woodward,",1722.,1722,"3v. ;","","2⁰."
"T98597","Gordon, Thomas,","d. 1750.","The humourist:","","London :","printed for T. Woodward, at the Half-Moon over against St. Dunstan's Church in Fleet-Street,","MDCCXXV. [1725]",1725,"v.2 ([8],267,[13]p.) ;","","12⁰."
"T99261","Ovid,","43 B.C.-17 or 18 A.D.","Ovid's Metamorphoses. In fifteen books. Made English by several hands. Adorn'd with cuts. ... . The second edition, with great improvements by Mr. Sewell.","","London :","printed by S. Palmer, for A. Bettesworth, at the Red-Lyon, and E. Taylor, at the Black-Swan, both in Pater-Noster-Row; W. Mears, at the Lamb without Temple-Barr; and T. Woodward, at the Half-Moon against St. Dunstan's Church, in Fleet-Street,","MDCCXXIV. [1724]",1724,"2v.,plates ;","","12⁰."
"W23003","Dickinson, Jonathan,","1688-1747.","Remarks upon Mr. Gales reflections on Mr. Walls History of infant baptism.","","[New York] :","Printed [by William Bradford] for and sold by T. Wood,","[1721]",1721,"87,[1]p. ;","","?⁰."
